business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,area_business,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,due_in_date_parsed,clear_date_parsed,posting_date_parsed,amount,invoice_age_days,posting_month,posting_quarter,due_month,due_day_of_week,customer_late_rate,customer_avg_delay,customer_invoice_count,business_code_encoded,payment_terms_encoded,late_payment_probability,predicted_late,overdue_days,ml_risk_tier
CA02,0140104429,COSTCO corporation,2019-11-18 00:00:00,2019.0,2960590709.0,2019-11-04,20191104,20191104,20191116.0,CAD,RV,1.0,,74238.14,20191106.0,CA10,2960590709.0,0,2019-11-16,2019-11-18,2019-11-04,74238.14,12,11,4,11,5,0.7423323065843714,4.579564331025378,136.5,2,6,0.8652765229234108,1,0,High Risk
U001,0200769623,WAL-MAR associates,2020-03-10 00:00:00,2020.0,1930565232.0,2020-02-25,20200224,20200225,20200311.0,USD,RV,1.0,,4726.63,20200225.0,NAH4,1930565232.0,0,2020-03-11,2020-03-10,2020-02-25,4726.63,15,2,1,3,2,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.2622026642065185,0,0,Low Risk
U001,0200799367,MCL co,2019-02-08 00:00:00,2019.0,1928655075.0,2019-01-24,20190121,20190124,20190208.0,USD,RV,1.0,,6422.96,20190124.0,NAA8,1928655075.0,0,2019-02-08,2019-02-08,2019-01-24,6422.96,15,1,1,2,4,0.5164428115907104,2.795881884509348,118.0,0,2,0.6729504598457139,1,0,Medium Risk
CA02,0140104249,SOB co,2019-03-25 00:00:00,2019.0,2960532040.0,2019-03-03,20190303,20190303,20190321.0,CAD,RV,1.0,,158412.64,20190311.0,CA10,2960532040.0,0,2019-03-21,2019-03-25,2019-03-03,158412.64,18,3,1,3,3,0.981132075471698,6.576655501428268,26.0,2,6,0.9086202920676666,1,0,High Risk
U001,0200705742,DOT foundation,2019-05-31 00:00:00,2019.0,1929333834.0,2019-05-16,20190517,20190516,20190605.0,USD,RV,1.0,,18640.01,20190516.0,NAD1,1929333834.0,0,2019-06-05,2019-05-31,2019-05-16,18640.01,20,5,2,6,2,0.0904534444206996,0.205549277917228,266.5,0,9,0.2323010656134943,0,0,Low Risk
U001,0200759082,INGL corp,2019-03-20 00:00:00,2019.0,1928902409.0,2019-03-05,20190305,20190305,20190320.0,USD,RV,1.0,,84037.48,20190305.0,NAA8,1928902409.0,0,2019-03-20,2019-03-20,2019-03-05,84037.48,15,3,1,3,2,0.7766019953708068,1.4519801326087505,12.0,0,2,0.7492197704388985,1,0,High Risk
U001,0200700919,US  co,,2020.0,1930760330.0,2020-04-07,20200407,20200407,20200422.0,USD,RV,1.0,,40497.33,20200407.0,NAA8,1930760330.0,1,2020-04-22,,2020-04-07,40497.33,15,4,2,4,2,0.7895851387496645,2.098119219784721,37.0,0,2,0.7633003104712405,1,79,High Risk
U001,0200769623,WAL-MAR llc,2019-07-01 00:00:00,2019.0,1929515855.0,2019-06-19,20190619,20190619,20190704.0,USD,RV,1.0,,35573.14,20190619.0,NAH4,1929515855.0,0,2019-07-04,2019-07-01,2019-06-19,35573.14,15,6,2,7,3,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.2952443259344147,0,0,Low Risk
U001,0200704858,WAKE us,2019-08-09 00:00:00,2019.0,1929660870.0,2019-07-25,20190725,20190725,20190809.0,USD,RV,1.0,,2356.54,20190725.0,NAA8,1929660870.0,0,2019-08-09,2019-08-09,2019-07-25,2356.54,15,7,3,8,4,0.3115429954675104,1.1360496161509068,101.5,0,2,0.5020130368531814,1,0,Medium Risk
U001,0200769623,WAL-MAR ,2019-08-14 00:00:00,2019.0,1929692201.0,2019-08-04,20190803,20190804,20190819.0,USD,RV,1.0,,39139.6,20190804.0,NAH4,1929692201.0,0,2019-08-19,2019-08-14,2019-08-04,39139.6,15,8,3,8,0,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.1967645266797498,0,0,Low Risk
U001,0200775094,SAVE M trust,,2020.0,1930643706.0,2020-03-12,20200312,20200312,20200327.0,USD,RV,1.0,,20475.8,20200312.0,NAA8,1930643706.0,1,2020-03-27,,2020-03-12,20475.8,15,3,1,3,4,0.4507215007215007,1.5703463203463206,5.0,0,2,0.6158160992801717,1,105,Medium Risk
U001,0200769623,WAL-MAR foundation,2019-06-18 00:00:00,2019.0,1929408935.0,2019-06-01,20190531,20190601,20190616.0,USD,RV,1.0,,13649.53,20190601.0,NAH4,1929408935.0,0,2019-06-16,2019-06-18,2019-06-01,13649.53,15,6,2,6,6,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.4161456079778355,0,0,Low Risk
U001,0200762301,C&S WH foundation,2019-04-09 00:00:00,2019.0,1929021566.0,2019-03-26,20190325,20190326,20190410.0,USD,RV,1.0,,17160.93,20190326.0,NAC6,1929021566.0,0,2019-04-10,2019-04-09,2019-03-26,17160.93,15,3,1,4,2,0.3275645865953983,0.958837070833118,467.0,0,10,0.3957299912567746,0,0,Low Risk
U001,0200759878,SA in,2019-09-04 00:00:00,2019.0,1929754337.0,2019-08-19,20190816,20190819,20190903.0,USD,RV,1.0,,18900.99,20190819.0,NAH4,1929754337.0,0,2019-09-03,2019-09-04,2019-08-19,18900.99,15,8,3,9,1,0.8349609971620193,1.8622329249071916,423.5,0,0,0.7566557452767393,1,0,High Risk
U001,0200762301,C&S WH corp,,2020.0,1930646719.0,2020-03-13,20200313,20200313,20200328.0,USD,RV,1.0,,100257.72,20200313.0,NAC6,1930646719.0,1,2020-03-28,,2020-03-13,100257.72,15,3,1,3,5,0.3275645865953983,0.958837070833118,467.0,0,10,0.5140957379487011,1,104,Medium Risk
U001,0100026809,PRES us,2019-04-10 00:00:00,2019.0,1929050929.0,2019-03-29,20190329,20190329,20190408.0,USD,RV,1.0,,201.25,20190329.0,NA10,1929050929.0,0,2019-04-08,2019-04-10,2019-03-29,201.25,10,3,1,4,0,0.5,1.0,1.0,0,15,0.4440974199752253,0,0,Low Risk
U001,0200769623,WAL-MAR llc,2020-01-16 00:00:00,2020.0,1930353880.0,2020-01-05,20200104,20200105,20200120.0,USD,RV,1.0,,56003.75,20200105.0,NAH4,1930353880.0,0,2020-01-20,2020-01-16,2020-01-05,56003.75,15,1,1,1,0,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.1948624030673072,0,0,Low Risk
U001,0200769623,WAL-MAR llc,2020-01-09 00:00:00,2020.0,1930332096.0,2019-12-30,20191229,20191230,20200114.0,USD,RV,1.0,,14694.59,20191230.0,NAH4,1930332096.0,0,2020-01-14,2020-01-09,2019-12-30,14694.59,15,12,4,1,1,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.2225512467816853,0,0,Low Risk
U001,0200794332,COST llc,2019-08-06 00:00:00,2019.0,1929647619.0,2019-07-23,20190722,20190723,20190807.0,USD,RV,1.0,,1501.52,20190723.0,NAAX,1929647619.0,0,2019-08-07,2019-08-06,2019-07-23,1501.52,15,7,3,8,2,0.2835017377005195,1.1619302084157763,342.5,0,1,0.3927641721258401,0,0,Low Risk
U001,0200466603,SMITH'S co,2019-09-09 00:00:00,2019.0,1929790414.0,2019-08-25,20190824,20190825,20190909.0,USD,RV,1.0,,46280.1,20190825.0,NAA8,1929790414.0,0,2019-09-09,2019-09-09,2019-08-25,46280.1,15,8,3,9,0,0.3696151337308528,0.5176509002857724,37.5,0,2,0.3659117714029141,0,0,Low Risk
U001,0200794332,COST systems,2020-02-14 00:00:00,2020.0,1930458206.0,2020-01-29,20200130,20200129,20200213.0,USD,RV,1.0,,23934.31,20200129.0,NAAX,1930458206.0,0,2020-02-13,2020-02-14,2020-01-29,23934.31,15,1,1,2,3,0.2835017377005195,1.1619302084157763,342.5,0,1,0.4330223957979513,0,0,Low Risk
CA02,0100034821,17135 trust,,2020.0,2960633612.0,2020-05-07,20200507,20200507,20200518.0,CAD,RV,1.0,,9139.2,20200508.0,CA10,2960633612.0,1,2020-05-18,,2020-05-07,9139.2,11,5,2,5,0,0.0,0.0,0.0,2,6,0.185254033303317,0,53,Low Risk
U001,0200729290,KROGER corp,2019-07-12 00:00:00,2019.0,1929550710.0,2019-06-27,20190627,20190627,20190712.0,USD,RV,1.0,,62899.35,20190627.0,NAA8,1929550710.0,0,2019-07-12,2019-07-12,2019-06-27,62899.35,15,6,2,7,4,0.679545928586051,1.3625481885548394,44.0,0,2,0.75919762145473,1,0,High Risk
CA02,0140104429,COSTCO systems,2019-12-09 00:00:00,2019.0,2960595944.0,2019-11-25,20191125,20191125,20191206.0,CAD,RV,1.0,,19126.61,20191126.0,CA10,2960595944.0,0,2019-12-06,2019-12-09,2019-11-25,19126.61,11,11,4,12,4,0.7423323065843714,4.579564331025378,136.5,2,6,0.84816390959741,1,0,High Risk
U001,0200803720,DEC co,2019-09-16 00:00:00,2019.0,1929844306.0,2019-09-07,20190907,20190907,20190924.0,USD,RV,1.0,,3360.58,20190901.0,NAM4,1929844306.0,0,2019-09-24,2019-09-16,2019-09-07,3360.58,17,9,3,9,1,0.1947485416922703,0.4603274364638316,140.0,0,18,0.2477145568834336,0,0,Low Risk
U001,0200776463,KROGE corp,,2020.0,1930593028.0,2020-03-02,20200302,20200302,20200317.0,USD,RV,1.0,,59570.53,20200302.0,NAA8,1930593028.0,1,2020-03-17,,2020-03-02,59570.53,15,3,1,3,1,0.2973834386123073,0.7791552683300024,45.5,0,2,0.3571064761123248,0,115,Low Risk
U001,CCU013,KRAFT F us,2019-09-27 00:00:00,2019.0,1929796456.0,2019-08-30,20190826,20190830,20190830.0,USD,RV,1.0,,2196.94,20190830.0,NAX2,1929796456.0,0,2019-08-30,2019-09-27,2019-08-30,2196.94,0,8,3,8,4,0.9977777777777778,44.65064408295906,224.5,0,3,0.9862342061173788,1,0,High Risk
U001,0200764795,SYSCO  systems,2020-03-09 00:00:00,2020.0,1930542513.0,2020-02-19,20200218,20200219,20200305.0,USD,RV,1.0,,42554.52,20200219.0,NAA8,1930542513.0,0,2020-03-05,2020-03-09,2020-02-19,42554.52,15,2,1,3,3,0.8183165179538299,1.8492222136588243,67.5,0,2,0.8068610868174079,1,0,High Risk
U001,0200416837,DEC in,2019-03-04 00:00:00,2019.0,1928828874.0,2019-02-20,20190220,20190220,20190311.0,USD,RV,1.0,,2012.16,20190216.0,NAM4,1928828874.0,0,2019-03-11,2019-03-04,2019-02-20,2012.16,19,2,1,3,0,0.2234976887021036,0.5326251523071716,108.0,0,18,0.2316131859692533,0,0,Low Risk
CA02,0140105847,GORDON F foundation,2019-07-05 00:00:00,2019.0,2960556847.0,2019-06-25,20190625,20190625,20190706.0,CAD,RV,1.0,,88643.35,20190626.0,CA10,2960556847.0,0,2019-07-06,2019-07-05,2019-06-25,88643.35,11,6,2,7,5,0.7879650510447421,7.89619288496153,64.5,2,6,0.8981273474436191,1,0,High Risk
U001,0200936373,SUPE us,2019-11-25 00:00:00,2019.0,1930013931.0,2019-10-16,20191015,20191016,20191125.0,USD,RV,1.0,,4860.87,20191016.0,NAWU,1930013931.0,0,2019-11-25,2019-11-25,2019-10-16,4860.87,40,10,4,11,0,0.7374716785152765,2.6984717708168966,113.0,0,63,0.4583556912113161,0,0,Medium Risk
U001,0200726979,BJ'S  trust,,2020.0,1930628540.0,2020-03-10,20200309,20200310,20200325.0,USD,RV,1.0,,145.33,20200310.0,NAA8,1930628540.0,1,2020-03-25,,2020-03-10,145.33,15,3,1,3,2,0.5191912956595145,1.1648432156942987,580.5,0,2,0.5679874971059664,1,107,Medium Risk
U001,0200772670,ASSOCIAT llc,2020-02-06 00:00:00,2020.0,1930424426.0,2020-01-21,20200121,20200121,20200205.0,USD,RV,1.0,,60573.41,20200121.0,NAU5,1930424426.0,0,2020-02-05,2020-02-06,2020-01-21,60573.41,15,1,1,2,2,0.6481724652442218,2.156662329806585,292.5,0,5,0.6616024060322544,1,0,Medium Risk
U013,CC5050,H.J. HE associates,2019-11-26 00:00:00,2019.0,1991831834.0,2019-09-09,20190910,20190909,20191024.0,USD,RV,1.0,,6552.44,20190909.0,NAVF,1991831834.0,0,2019-10-24,2019-11-26,2019-09-09,6552.44,45,9,3,10,3,0.75,65.58333333333333,1.5,1,20,0.9831654697164413,1,0,High Risk
U001,0200704858,WAKE associates,2019-04-23 00:00:00,2019.0,1929138319.0,2019-04-13,20190412,20190413,20190428.0,USD,RV,1.0,,19343.71,20190413.0,NAA8,1929138319.0,0,2019-04-28,2019-04-23,2019-04-13,19343.71,15,4,2,4,6,0.3115429954675104,1.1360496161509068,101.5,0,2,0.5858844552390097,1,0,Medium Risk
U001,0200769623,WAL-MAR corp,2020-01-21 00:00:00,2020.0,1930389522.0,2020-01-11,20200111,20200111,20200126.0,USD,RV,1.0,,27084.46,20200111.0,NAH4,1930389522.0,0,2020-01-26,2020-01-21,2020-01-11,27084.46,15,1,1,1,6,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.4117653608673045,0,0,Low Risk
CA02,0140104409,LOB systems,2019-09-27 00:00:00,2019.0,2960579984.0,2019-09-14,20190914,20190914,20190926.0,CAD,RV,1.0,,97334.37,20190916.0,CA10,2960579984.0,0,2019-09-26,2019-09-27,2019-09-14,97334.37,12,9,3,9,3,0.5966012581059406,2.2761080345420246,152.5,2,6,0.7197913219536815,1,0,High Risk
U001,0200726979,BJ'S  ,,2020.0,1930774719.0,2020-04-03,20200410,20200403,20200418.0,USD,RV,1.0,,821.68,20200403.0,NAA8,1930774719.0,1,2020-04-18,,2020-04-03,821.68,15,4,2,4,5,0.5191912956595145,1.1648432156942987,580.5,0,2,0.686364475534526,1,83,Medium Risk
U001,0200769623,WAL-MAR ,,2020.0,1930798757.0,2020-04-18,20200417,20200418,20200503.0,USD,RV,1.0,,30965.08,20200418.0,NAH4,1930798757.0,1,2020-05-03,,2020-04-18,30965.08,15,4,2,5,6,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.4117796490945686,0,68,Low Risk
CA02,0140104409,LOB corp,2019-01-18 00:00:00,2019.0,2960520385.0,2019-01-02,20190102,20190102,20190114.0,CAD,RV,1.0,,259891.02,20190104.0,CA10,2960520385.0,0,2019-01-14,2019-01-18,2019-01-02,259891.02,12,1,1,1,0,0.5966012581059406,2.2761080345420246,152.5,2,6,0.5815881970590701,1,0,Medium Risk
U001,0200803720,DEC associates,2019-08-16 00:00:00,2019.0,1929715775.0,2019-08-07,20190807,20190807,20190824.0,USD,RV,1.0,,513.16,20190801.0,NAM4,1929715775.0,0,2019-08-24,2019-08-16,2019-08-07,513.16,17,8,3,8,5,0.1947485416922703,0.4603274364638316,140.0,0,18,0.3971699677170579,0,0,Low Risk
U001,0200769623,WAL-MAR ,2019-04-19 00:00:00,2019.0,1929101676.0,2019-04-08,20190407,20190408,20190423.0,USD,RV,1.0,,65515.18,20190408.0,NAH4,1929101676.0,0,2019-04-23,2019-04-19,2019-04-08,65515.18,15,4,2,4,1,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.222687766951037,0,0,Low Risk
U001,0200769623,WAL-MAR associates,2019-11-22 00:00:00,2019.0,1930142706.0,2019-11-12,20191112,20191112,20191127.0,USD,RV,1.0,,9024.12,20191112.0,NAH4,1930142706.0,0,2019-11-27,2019-11-22,2019-11-12,9024.12,15,11,4,11,2,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.2604108032544692,0,0,Low Risk
U001,0200704858,WAKE systems,,2020.0,1930618687.0,2020-03-07,20200307,20200307,20200322.0,USD,RV,1.0,,36152.34,20200307.0,NAA8,1930618687.0,1,2020-03-22,,2020-03-07,36152.34,15,3,1,3,6,0.3115429954675104,1.1360496161509068,101.5,0,2,0.5872792932320369,1,110,Medium Risk
U001,200706844,WINC systems,,2020.0,1930861853.0,2020-05-07,20200506,20200507,20200522.0,USD,RV,1.0,,50320.66,20200507.0,NAA8,1930861853.0,1,2020-05-22,,2020-05-07,50320.66,15,5,2,5,4,0.3121873496873497,0.3729407166907166,5.5,0,2,0.4907004567318757,0,49,Medium Risk
U001,0200705742,DOT trust,2019-07-05 00:00:00,2019.0,1929518945.0,2019-06-20,20190620,20190620,20190705.0,USD,RV,1.0,,5818.34,20190620.0,NAA8,1929518945.0,0,2019-07-05,2019-07-05,2019-06-20,5818.34,15,6,2,7,4,0.0904534444206996,0.205549277917228,266.5,0,2,0.3265223956132905,0,0,Low Risk
U001,0200353024,DECA foundation,2019-09-10 00:00:00,2019.0,1929838073.0,2019-09-06,20190906,20190906,20190908.0,USD,RV,1.0,,10038.17,20190901.0,NAM1,1929838073.0,0,2019-09-08,2019-09-10,2019-09-06,10038.17,2,9,3,9,6,0.1564581333423372,0.609539208829049,114.5,0,22,0.4183570096680669,0,0,Low Risk
U001,0200353024,DECA systems,2020-02-24 00:00:00,2020.0,1930557639.0,2020-02-22,20200222,20200222,20200226.0,USD,RV,1.0,,5649.36,20200216.0,NAM2,1930557639.0,0,2020-02-26,2020-02-24,2020-02-22,5649.36,4,2,1,2,2,0.1564581333423372,0.609539208829049,114.5,0,19,0.2685395641595171,0,0,Low Risk
U001,0200707005,KING S llc,2020-01-13 00:00:00,2020.0,1930323296.0,2019-12-29,20191230,20191229,20200113.0,USD,RV,1.0,,37731.54,20191229.0,NAA8,1930323296.0,0,2020-01-13,2020-01-13,2019-12-29,37731.54,15,12,4,1,0,0.3256514591510992,0.4541311591072673,50.0,0,2,0.3273685076138566,0,0,Low Risk
U001,0200769623,WAL-MAR foundation,2020-02-18 00:00:00,2020.0,1930489674.0,2020-02-07,20200206,20200207,20200222.0,USD,RV,1.0,,16795.18,20200207.0,NAH4,1930489674.0,0,2020-02-22,2020-02-18,2020-02-07,16795.18,15,2,1,2,5,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.3728830545347935,0,0,Low Risk
U001,0200762301,C&S WH in,2019-04-15 00:00:00,2019.0,1929048069.0,2019-03-29,20190329,20190329,20190414.0,USD,RV,1.0,,11344.09,20190330.0,NAC6,1929048069.0,0,2019-04-14,2019-04-15,2019-03-29,11344.09,16,3,1,4,6,0.3275645865953983,0.958837070833118,467.0,0,10,0.5679402643797786,1,0,Medium Risk
U001,0200439158,POST  corporation,2019-03-11 00:00:00,2019.0,1928827318.0,2019-02-19,20190219,20190219,20190306.0,USD,RV,1.0,,35064.0,20190219.0,NAA8,1928827318.0,0,2019-03-06,2019-03-11,2019-02-19,35064.0,15,2,1,3,2,0.777825402002613,2.97777084568712,11.0,0,2,0.7672030121685331,1,0,High Risk
CA02,0140104409,LOB foundation,2019-09-03 00:00:00,2019.0,2960572599.0,2019-08-23,20190823,20190823,20190901.0,CAD,RV,1.0,,245601.48,20190822.0,CA10,2960572599.0,0,2019-09-01,2019-09-03,2019-08-23,245601.48,9,8,3,9,6,0.5966012581059406,2.2761080345420246,152.5,2,6,0.8029992344801978,1,0,High Risk
U001,0200769623,WAL-MAR associates,2020-01-31 00:00:00,2020.0,1930413387.0,2020-01-19,20200118,20200119,20200203.0,USD,RV,1.0,,661.11,20200119.0,NAH4,1930413387.0,0,2020-02-03,2020-01-31,2020-01-19,661.11,15,1,1,2,0,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.1996981581932376,0,0,Low Risk
U001,0200721222,GO trust,2020-01-17 00:00:00,2020.0,1930338312.0,2020-01-02,20191231,20200102,20200117.0,USD,RV,1.0,,20760.1,20200102.0,NAA8,1930338312.0,0,2020-01-17,2020-01-17,2020-01-02,20760.1,15,1,1,1,4,0.3146316550858419,1.242488301141694,20.5,0,2,0.5050618056200588,1,0,Medium Risk
U001,0200769623,WAL-MAR in,2019-04-10 00:00:00,2019.0,1929055263.0,2019-03-29,20190330,20190329,20190413.0,USD,RV,1.0,,13214.83,20190329.0,NAH4,1929055263.0,0,2019-04-13,2019-04-10,2019-03-29,13214.83,15,3,1,4,5,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.3755529718915685,0,0,Low Risk
U001,0200761734,H E BUT co,,2020.0,1930630376.0,2020-03-13,20200310,20200313,20200328.0,USD,RV,1.0,,42865.57,20200313.0,NAA8,1930630376.0,1,2020-03-28,,2020-03-13,42865.57,15,3,1,3,5,0.167209289716476,0.2972233387102868,127.0,0,2,0.4219266048719356,0,104,Low Risk
U001,0200331749,SYSC co,2019-08-19 00:00:00,2019.0,1929682443.0,2019-08-01,20190731,20190801,20190816.0,USD,RV,1.0,,30163.75,20190801.0,NAA8,1929682443.0,0,2019-08-16,2019-08-19,2019-08-01,30163.75,15,8,3,8,4,0.8355483954671673,2.101460301541777,53.0,0,2,0.8417621186306727,1,0,High Risk
U001,0200769623,WAL-MAR trust,2019-08-02 00:00:00,2019.0,1929646023.0,2019-07-23,20190722,20190723,20190807.0,USD,RV,1.0,,34692.21,20190723.0,NAH4,1929646023.0,0,2019-08-07,2019-08-02,2019-07-23,34692.21,15,7,3,8,2,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.2576381734992305,0,0,Low Risk
U001,0200212683,RUIZ F systems,2019-09-27 00:00:00,2019.0,1929851305.0,2019-09-06,20190909,20190906,20190921.0,USD,RV,1.0,,44910.36,20190906.0,NAA8,1929851305.0,0,2019-09-21,2019-09-27,2019-09-06,44910.36,15,9,3,9,5,0.5,3.0,0.5,0,2,0.7012982023508763,1,0,High Risk
U001,0200769623,WAL-MAR ,2019-08-06 00:00:00,2019.0,1929661651.0,2019-07-25,20190725,20190725,20190809.0,USD,RV,1.0,,41532.04,20190725.0,NAH4,1929661651.0,0,2019-08-09,2019-08-06,2019-07-25,41532.04,15,7,3,8,4,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.3290721668348661,0,0,Low Risk
U001,0200769623,WAL-MAR corp,2019-02-19 00:00:00,2019.0,1928721450.0,2019-02-02,20190201,20190202,20190217.0,USD,RV,1.0,,36137.68,20190202.0,NAH4,1928721450.0,0,2019-02-17,2019-02-19,2019-02-02,36137.68,15,2,1,2,6,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.4122273088574204,0,0,Low Risk
U001,200780383,MEIJ ,2019-04-29 00:00:00,2019.0,1929130353.0,2019-04-11,20190411,20190411,20190426.0,USD,RV,1.0,,38175.25,20190411.0,NAA8,1929130353.0,0,2019-04-26,2019-04-29,2019-04-11,38175.25,15,4,2,4,4,0.1792287573537573,0.3276020854145854,7.5,0,2,0.3889275148117185,0,0,Low Risk
U001,0200776463,KROGE corporation,2020-01-27 00:00:00,2020.0,1930385239.0,2020-01-10,20200110,20200110,20200125.0,USD,RV,1.0,,134511.41,20200110.0,NAA8,1930385239.0,0,2020-01-25,2020-01-27,2020-01-10,134511.41,15,1,1,1,5,0.2973834386123073,0.7791552683300024,45.5,0,2,0.5152273003960637,1,0,Medium Risk
U001,0200799367,MCL co,2019-03-15 00:00:00,2019.0,1928855507.0,2019-02-28,20190225,20190228,20190315.0,USD,RV,1.0,,18589.89,20190228.0,NAA8,1928855507.0,0,2019-03-15,2019-03-15,2019-02-28,18589.89,15,2,1,3,4,0.5164428115907104,2.795881884509348,118.0,0,2,0.6730324828534469,1,0,Medium Risk
U001,0200797984,PIGGLY co,2019-01-30 00:00:00,2019.0,1928621401.0,2019-01-15,20190114,20190115,20190130.0,USD,RV,1.0,,148049.61,20190115.0,NAA8,1928621401.0,0,2019-01-30,2019-01-30,2019-01-15,148049.61,15,1,1,1,2,0.1961943036772085,0.3713554610538053,12.0,0,2,0.3100952896610275,0,0,Low Risk
U001,0100043892,IN-N in,2019-09-04 00:00:00,2019.0,1929791810.0,2019-08-23,20190825,20190823,20190907.0,USD,RV,1.0,,15391.48,20190823.0,NAA8,1929791810.0,0,2019-09-07,2019-09-04,2019-08-23,15391.48,15,8,3,9,5,0.256452091939708,1.4263388142645108,9.0,0,2,0.5085464827271846,1,0,Medium Risk
U001,0200759878,SA co,,2020.0,1930724145.0,2020-03-31,20200331,20200331,20200415.0,USD,RV,1.0,,51814.73,20200331.0,NAH4,1930724145.0,1,2020-04-15,,2020-03-31,51814.73,15,3,1,4,2,0.8349609971620193,1.8622329249071916,423.5,0,0,0.786139812200871,1,86,High Risk
U001,0200794332,COST co,2019-09-30 00:00:00,2019.0,1929863448.0,2019-09-13,20190911,20190913,20190928.0,USD,RV,1.0,,17386.98,20190913.0,NAAX,1929863448.0,0,2019-09-28,2019-09-30,2019-09-13,17386.98,15,9,3,9,5,0.2835017377005195,1.1619302084157763,342.5,0,1,0.5224423374581358,1,0,Medium Risk
U001,0200769623,WAL-MAR us,2019-06-07 00:00:00,2019.0,1929380696.0,2019-05-28,20190527,20190528,20190612.0,USD,RV,1.0,,36672.21,20190528.0,NAH4,1929380696.0,0,2019-06-12,2019-06-07,2019-05-28,36672.21,15,5,2,6,2,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.2589198903853492,0,0,Low Risk
U001,0200466603,SMITH'S llc,,2020.0,1930651946.0,2020-03-14,20200314,20200314,20200329.0,USD,RV,1.0,,19524.37,20200314.0,NAA8,1930651946.0,1,2020-03-29,,2020-03-14,19524.37,15,3,1,3,6,0.3696151337308528,0.5176509002857724,37.5,0,2,0.6264180383912774,1,103,Medium Risk
U001,0200754278,MBM  associates,2019-07-12 00:00:00,2019.0,1929539218.0,2019-06-26,20190625,20190626,20190711.0,USD,RV,1.0,,33110.2,20190626.0,NAA8,1929539218.0,0,2019-07-11,2019-07-12,2019-06-26,33110.2,15,6,2,7,3,0.8238606879231879,2.24148923992674,7.5,0,2,0.8146994532042388,1,0,High Risk
U001,0200769623,WAL-MAR corp,2019-02-11 00:00:00,2019.0,1928693937.0,2019-01-28,20190127,20190128,20190212.0,USD,RV,1.0,,40576.16,20190128.0,NAH4,1928693937.0,0,2019-02-12,2019-02-11,2019-01-28,40576.16,15,1,1,2,1,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.2256191454397361,0,0,Low Risk
U001,0200780383,MEIJ systems,,2020.0,1930803125.0,2020-04-20,20200420,20200420,20200505.0,USD,RV,1.0,,68025.92,20200420.0,NAA8,1930803125.0,1,2020-05-05,,2020-04-20,68025.92,15,4,2,5,1,0.6741877949887803,1.5466529894452703,159.0,0,2,0.6436069865552222,1,66,Medium Risk
U001,0200769623,WAL-MAR ,2019-05-24 00:00:00,2019.0,1929306189.0,2019-05-14,20190513,20190514,20190529.0,USD,RV,1.0,,1328.25,20190514.0,NAH4,1929306189.0,0,2019-05-29,2019-05-24,2019-05-14,1328.25,15,5,2,5,2,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.2616432163825019,0,0,Low Risk
U001,0200769623,WAL-MAR co,2019-11-21 00:00:00,2019.0,1930133442.0,2019-11-11,20191109,20191111,20191126.0,USD,RV,1.0,,69990.34,20191111.0,NAH4,1930133442.0,0,2019-11-26,2019-11-21,2019-11-11,69990.34,15,11,4,11,1,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.2229588191634068,0,0,Low Risk
U001,0200806580,BE associates,2019-01-14 00:00:00,2019.0,1928523056.0,2019-01-03,20181231,20190103,20190118.0,USD,RV,1.0,,1535.3,20190103.0,NAA8,1928523056.0,0,2019-01-18,2019-01-14,2019-01-03,1535.3,15,1,1,1,4,0.0021645021645021,0.0043290043290043,10.5,0,2,0.269577711570035,0,0,Low Risk
U001,0200792734,MDV/ corp,2020-02-19 00:00:00,2020.0,1930484820.0,2020-02-05,20200205,20200205,20200220.0,USD,RV,1.0,,84115.08,20200205.0,NAA8,1930484820.0,0,2020-02-20,2020-02-19,2020-02-05,84115.08,15,2,1,2,3,0.2652212934005818,1.600652154750141,62.0,0,2,0.4209608520690794,0,0,Low Risk
